labels,Not,Exp
1,0.0136147775,0.9863853
0,0.99742496,0.0025750767
1,0.0037622743,0.99623775
1,0.005761984,0.994238
0,0.013564561,0.9864355
1,0.00893492,0.9910651
0,0.96661234,0.03338765
1,0.004534192,0.99546576
1,0.0063675274,0.9936325
0,0.025349427,0.97465056
0,0.9985209,0.0014791504
1,0.04823234,0.9517677
0,0.9967675,0.0032324477
1,0.01065147,0.98934853
0,0.99557966,0.0044203587
1,0.020659905,0.9793401
1,0.019586788,0.98041326
1,0.0045929304,0.9954071
0,0.8581602,0.14183974
0,0.9982268,0.0017732295
0,0.9963959,0.003604101
2,0.006686666,0.9933134
0,0.9969607,0.0030393028
1,0.009349275,0.99065065
2,0.0036602535,0.9963398
0,0.99828535,0.0017146587
0,0.9981071,0.0018928654
0,0.9960693,0.0039307247
1,0.0330322,0.96696776
0,0.99589455,0.0041054976
0,0.99822456,0.0017754347
0,0.302609,0.697391
2,0.0052689733,0.99473107
2,0.0116902655,0.98830974
2,0.0076167504,0.9923833
1,0.007902819,0.99209714
1,0.0051893806,0.9948106
0,0.9981439,0.0018560622
1,0.009152626,0.99084735
0,0.99657047,0.0034295616
0,0.996748,0.0032520571
0,0.9976295,0.002370475
1,0.059799142,0.9402008
1,0.004042721,0.9959573
1,0.009019159,0.9909808
2,0.008785825,0.9912142
0,0.9982487,0.0017513285
1,0.0038066814,0.9961933
0,0.99698,0.0030199904
2,0.0048070876,0.9951929
0,0.99536526,0.0046347445
0,0.99782133,0.0021786822
0,0.99879104,0.0012089815
0,0.9866399,0.013360076
2,0.30049402,0.6995059
0,0.9864785,0.013521485
1,0.0045562824,0.9954437
0,0.99814165,0.0018583242
0,0.99773407,0.0022659213
0,0.9117214,0.088278644
0,0.81206286,0.1879371
0,0.059242748,0.9407572
1,0.84865135,0.15134859
1,0.0260038,0.97399616
2,0.009788506,0.9902114
1,0.04110069,0.95889926
0,0.9963438,0.0036562285
1,0.016579263,0.98342067
0,0.9974935,0.0025064657
2,0.012993641,0.9870064
1,0.008497808,0.99150217
2,0.97751755,0.022482399
0,0.99734926,0.002650691
0,0.97275376,0.02724623
0,0.99740404,0.002595912
1,0.005410763,0.9945892
0,0.99867463,0.0013254504
2,0.01718125,0.9828188
2,0.0075849975,0.992415
0,0.998389,0.0016110215
2,0.3290994,0.6709006
1,0.013442141,0.9865579
0,0.9972204,0.0027795632
0,0.99732685,0.0026731587
0,0.995368,0.004631986
1,0.004497368,0.99550265
0,0.9952484,0.004751611
1,0.24909732,0.7509027
1,0.91772616,0.08227389
1,0.016186194,0.98381376
0,0.997393,0.0026069465
0,0.014869773,0.9851302
1,0.020663058,0.979337
1,0.0076278956,0.99237216
0,0.9967399,0.0032601075
0,0.99876547,0.0012345021
2,0.031309646,0.9686904
1,0.0106032435,0.9893967
0,0.9986349,0.0013651281
0,0.9970607,0.0029392513
0,0.998401,0.0015989854
1,0.30832702,0.691673
1,0.006438844,0.99356115
1,0.01708082,0.9829192
1,0.07999547,0.92000455
2,0.00657927,0.9934208
2,0.016954627,0.98304534
1,0.030316561,0.9696834
0,0.9985682,0.0014317422
1,0.0045204572,0.99547946
1,0.9940597,0.0059403935
1,0.8537267,0.14627337
1,0.012372244,0.98762774
0,0.99786216,0.0021378817
0,0.9978619,0.002138079
0,0.9931165,0.0068834736
2,0.9746968,0.025303243
0,0.9689556,0.031044405
2,0.012905509,0.98709446
2,0.0070232856,0.9929767
0,0.9687649,0.031235091
1,0.00565935,0.99434066
0,0.99859875,0.0014012146
0,0.99827814,0.0017219097
1,0.0065216306,0.9934783
0,0.9977779,0.0022220733
0,0.15981333,0.8401866
0,0.99639964,0.0036003946
1,0.008921042,0.9910789
1,0.07720746,0.92279255
0,0.9960627,0.0039373045
2,0.99485046,0.0051495144
2,0.5128899,0.48711008
0,0.9976635,0.0023365184
1,0.037268125,0.96273184
0,0.99830294,0.0016970598
0,0.8438773,0.15612268
1,0.0070211375,0.9929789
1,0.86474997,0.13525003
0,0.9965978,0.0034022392
0,0.99366534,0.006334715
0,0.98561525,0.014384695
2,0.011146463,0.9888536
2,0.00480421,0.9951958
0,0.9979729,0.002027061
0,0.99612516,0.0038748037
0,0.99850607,0.0014939479
0,0.9941989,0.005801068
1,0.011357082,0.9886429
1,0.00629959,0.9937004
0,0.9983652,0.0016348057
1,0.0053734323,0.9946266
1,0.055947103,0.94405293
1,0.027300399,0.9726996
1,0.008035092,0.99196494
0,0.9976508,0.0023492556
0,0.99865353,0.0013464502
1,0.9949267,0.005073325
0,0.9966372,0.0033627572
0,0.96173227,0.038267672
0,0.18746978,0.8125302
0,0.9986399,0.0013601208
0,0.038683675,0.96131635
1,0.011345251,0.98865473
0,0.9987501,0.0012499237
2,0.9975782,0.0024218063
0,0.9976768,0.0023232466
0,0.998359,0.001640971
1,0.007010912,0.99298906
2,0.021405665,0.97859436
1,0.00564619,0.9943538
1,0.017018015,0.982982
2,0.01842227,0.9815777
2,0.76417077,0.23582925
1,0.012406205,0.9875938
2,0.009339446,0.9906605
1,0.0062904204,0.99370956
0,0.9895159,0.010484173
0,0.9976776,0.0023223644
0,0.9980259,0.0019741696
0,0.99825424,0.0017457729
0,0.99836355,0.0016364057
1,0.02600452,0.97399545
0,0.997489,0.0025110408
0,0.71937865,0.2806214
1,0.0057441345,0.99425584
0,0.99781066,0.0021894148
0,0.99853396,0.0014660765
2,0.014559492,0.98544055
0,0.9974957,0.0025043017
2,0.99552166,0.0044783866
1,0.99467516,0.0053248336
0,0.99849963,0.0015003483
1,0.0055031483,0.9944969
1,0.007319265,0.9926807
1,0.005491308,0.9945087
1,0.004308711,0.99569136
2,0.006458595,0.99354136
0,0.030617999,0.969382
1,0.00530669,0.99469334
0,0.82077986,0.1792202
0,0.9243317,0.07566829
0,0.64539117,0.35460883
1,0.46303827,0.5369618
1,0.03705439,0.9629456
2,0.9866839,0.013316073
1,0.0074006487,0.99259937
0,0.9981797,0.0018203687
0,0.99853945,0.0014605953
0,0.99484456,0.005155459
1,0.0064262603,0.9935737
1,0.723894,0.27610603
0,0.13417287,0.86582714
1,0.003973725,0.9960263
1,0.0060419412,0.993958
1,0.012000712,0.9879993
0,0.6035936,0.3964064
2,0.008447932,0.9915521
1,0.0051249834,0.994875
0,0.9943399,0.0056601036
0,0.11820503,0.8817949
1,0.006073123,0.99392694
2,0.045756865,0.9542431
0,0.99824995,0.0017500735
0,0.9984915,0.0015084494
1,0.0468175,0.95318246
1,0.0053319875,0.994668
1,0.005384673,0.9946154
0,0.03026184,0.9697381
2,0.005869341,0.9941307
0,0.9961888,0.0038112085
0,0.028681315,0.97131866
1,0.8410666,0.15893343
0,0.9974535,0.002546427
1,0.009198417,0.99080163
1,0.6143765,0.38562348
0,0.9982399,0.0017601573
0,0.99836344,0.0016365524
1,0.019257084,0.98074293
1,0.014285721,0.9857143
0,0.9980248,0.0019751678
1,0.009098896,0.9909011
1,0.53424805,0.46575195
1,0.0058271894,0.99417275
0,0.9933861,0.0066139484
0,0.99661887,0.0033811405
1,0.012198,0.98780197
2,0.004532268,0.99546766
1,0.011102699,0.98889726
2,0.0058237407,0.99417627
2,0.013957731,0.9860423
1,0.017090034,0.98291
0,0.99161255,0.008387422
1,0.010786226,0.98921376
0,0.99803585,0.0019641567
0,0.9979436,0.0020564066
1,0.0077198055,0.99228024
1,0.03873533,0.96126467
0,0.96765107,0.03234896
0,0.99805176,0.001948228
1,0.0073338617,0.9926662
0,0.99780756,0.0021924085
0,0.9847704,0.01522963
1,0.09373828,0.90626174
0,0.020530645,0.9794693
1,0.011411899,0.9885881
1,0.004545913,0.9954541
1,0.006745756,0.99325424
0,0.99653023,0.003469777
1,0.19197835,0.80802166
0,0.9966832,0.0033168274
0,0.997983,0.002016952
0,0.9956208,0.0043791626
0,0.9975836,0.0024163648
2,0.99765354,0.0023464945
1,0.009609157,0.9903908
0,0.9982942,0.0017057728
1,0.99386674,0.006133274
1,0.0066791074,0.9933209
1,0.36016124,0.63983876
1,0.9821492,0.017850854
0,0.99852437,0.0014756479
0,0.99822813,0.0017718279
1,0.011723997,0.98827595
0,0.9968189,0.0031810605
2,0.9921037,0.007896299
0,0.99850994,0.0014900266
0,0.9985226,0.0014774654
1,0.008311238,0.9916888
0,0.9983713,0.0016287738
1,0.0047546607,0.9952453
1,0.0066093286,0.9933907
1,0.010667004,0.98933303
2,0.033079438,0.96692055
1,0.82918596,0.17081405
1,0.98624426,0.013755699
1,0.00523372,0.99476624
1,0.34434715,0.6556529
1,0.0064333035,0.9935667
0,0.9970209,0.0029790606
1,0.0037885515,0.9962114
0,0.6218897,0.37811035
0,0.85386944,0.14613062
0,0.99866164,0.0013383374
0,0.99695337,0.003046563
1,0.035169236,0.96483076
0,0.99557036,0.004429633
0,0.9960175,0.0039824797
0,0.965711,0.03428903
0,0.9984042,0.001595764
0,0.9495926,0.050407372
0,0.99299365,0.007006363
0,0.9953809,0.004619139
0,0.99836355,0.001636419
0,0.9984987,0.001501311
2,0.06349009,0.93650997
1,0.99669147,0.0033084843
0,0.99202055,0.007979502
0,0.9812586,0.018741388
0,0.9943123,0.0056877728
2,0.010948027,0.989052
1,0.24867816,0.7513219
0,0.9983885,0.0016115193
0,0.99610656,0.0038934506
0,0.9926685,0.0073314877
1,0.015434331,0.9845657
0,0.9946302,0.0053697736
0,0.9987514,0.0012485707
1,0.0040210304,0.99597895
1,0.007888613,0.9921113
1,0.013793638,0.98620635
0,0.99857676,0.001423296
0,0.2241581,0.7758419
2,0.20798016,0.7920198
2,0.056370907,0.9436291
1,0.033807,0.96619296
0,0.99667287,0.0033271017
0,0.99675435,0.0032456813
0,0.9971649,0.002835109
0,0.9923854,0.0076146526
0,0.9975412,0.0024587885
2,0.006081963,0.99391806
1,0.03652322,0.9634768
1,0.0059643076,0.9940357
1,0.005030225,0.9949698
1,0.01335288,0.9866471
0,0.9980325,0.0019675416
0,0.02057856,0.9794215
0,0.9960963,0.0039036642
0,0.97780323,0.022196831
1,0.025486609,0.97451335
0,0.86412495,0.13587503
1,0.965706,0.03429398
1,0.00876145,0.99123853
1,0.0051110834,0.99488896
0,0.9979405,0.0020594823
0,0.9966773,0.003322712
2,0.9504443,0.04955568
2,0.014226431,0.9857736
1,0.07134512,0.92865485
1,0.9873568,0.012643211
0,0.9959208,0.004079219
0,0.9974113,0.00258874
0,0.99847215,0.0015278326
1,0.006242957,0.993757
2,0.03669296,0.9633071
1,0.0044769747,0.9955231
0,0.99526393,0.004736061
0,0.11979654,0.8802034
0,0.9980432,0.001956812
1,0.007460937,0.9925391
1,0.01170409,0.98829585
1,0.11493291,0.88506705
0,0.22671448,0.7732855
1,0.005114249,0.99488574
0,0.998776,0.0012239201
1,0.97628266,0.023717409
1,0.010303694,0.98969626
0,0.99764496,0.0023550494
0,0.9987016,0.0012983733
0,0.9986547,0.0013453107
0,0.9980008,0.0019991733
2,0.99499834,0.0050016628
2,0.9949055,0.0050945515
1,0.1004473,0.8995527
0,0.28818673,0.71181333
0,0.034006268,0.9659937
0,0.020222535,0.9797775
1,0.014391862,0.9856081
1,0.006822368,0.99317765
1,0.99846196,0.0015380153
0,0.9977894,0.002210647
1,0.019557083,0.98044294
1,0.0067382203,0.99326175
1,0.006145622,0.9938544
0,0.998223,0.0017769963
0,0.9952858,0.004714197
0,0.99051297,0.009486985
2,0.0051759053,0.99482405
0,0.99793905,0.0020609156
1,0.6858755,0.3141245
2,0.071910374,0.9280897
0,0.9955445,0.004455578
2,0.054245114,0.9457548
0,0.99483734,0.0051625827
0,0.99725455,0.0027454344
0,0.9976767,0.002323386
0,0.99808514,0.0019149128
1,0.94166553,0.058334414
1,0.0038821746,0.99611783
0,0.998495,0.0015050713
1,0.0049204067,0.99507964
2,0.0050338726,0.9949661
1,0.01575799,0.984242
1,0.0054812627,0.9945187
0,0.99875104,0.0012488877
2,0.10013616,0.89986384
0,0.99593997,0.0040600337
2,0.030666703,0.96933323
1,0.004909537,0.9950905
2,0.9080242,0.09197586
1,0.038683586,0.96131647
0,0.99150836,0.008491616
0,0.9982394,0.0017605493
0,0.99457115,0.0054288767
0,0.9969188,0.0030812642
0,0.9804899,0.019510083
0,0.9973773,0.0026227792
1,0.0044821743,0.9955179
1,0.006376739,0.9936233
1,0.010214259,0.9897857
0,0.991184,0.0088160755
1,0.044711735,0.9552883
0,0.9957683,0.0042317063
1,0.00385212,0.9961479
0,0.99652785,0.0034722032
2,0.9954122,0.004587839
1,0.005997964,0.99400204
0,0.9936884,0.0063116127
0,0.99505275,0.0049472605
2,0.006451782,0.9935482
0,0.996994,0.00300592
0,0.9957908,0.0042092036
0,0.9986614,0.001338607
0,0.99706656,0.0029334086
2,0.0066868365,0.99331313
1,0.16989149,0.8301085
0,0.99801373,0.001986265
1,0.0069351858,0.9930648
1,0.043186683,0.9568133
0,0.9958805,0.0041195806
2,0.022160577,0.97783947
0,0.9974819,0.002518096
1,0.009658133,0.9903419
0,0.9976501,0.0023499317
1,0.00877044,0.99122953
1,0.00486424,0.9951357
1,0.020583639,0.9794164
1,0.0060974406,0.99390256
2,0.9755367,0.024463309
2,0.9901102,0.009889707
0,0.99758935,0.0024106922
0,0.9985316,0.0014684595
0,0.9018769,0.09812303
1,0.008598609,0.9914014
0,0.9975327,0.0024672095
0,0.99009305,0.009906919
1,0.006680986,0.99331903
1,0.024130877,0.9758691
0,0.007240304,0.9927597
1,0.9768833,0.023116784
0,0.9986506,0.0013493989
0,0.928902,0.07109804
0,0.9981798,0.0018202524
0,0.9946333,0.0053666728
0,0.99868757,0.001312417
1,0.005242926,0.99475706
1,0.006216627,0.99378335
1,0.0065009203,0.99349904
0,0.998021,0.001979015
0,0.9984825,0.0015174745
0,0.99732566,0.0026743258
0,0.9719492,0.028050745
0,0.9929127,0.0070872754
2,0.99384415,0.0061558476
0,0.9952774,0.0047226395
0,0.19047818,0.80952185
2,0.0050476477,0.9949523
2,0.9884837,0.011516321
0,0.99810517,0.0018948367
1,0.008076957,0.99192303
0,0.9858169,0.014183049
1,0.010596649,0.98940337
1,0.0074311537,0.9925688
1,0.12925808,0.8707419
0,0.98483175,0.015168214
1,0.00793686,0.9920631
0,0.99524385,0.0047561023
0,0.54614186,0.4538581
2,0.03716005,0.9628399
1,0.0052890046,0.99471104
0,0.009321054,0.99067897
0,0.9953198,0.0046801833
0,0.7478612,0.2521388
1,0.015741255,0.9842588
0,0.997331,0.0026690175
1,0.005190717,0.99480927
1,0.17847028,0.82152975
1,0.011788304,0.9882117
1,0.007038732,0.9929612
1,0.04508645,0.95491356
0,0.7557305,0.24426946
0,0.99540085,0.0045991302
1,0.010245285,0.98975474
0,0.04602981,0.9539702
1,0.0032588001,0.99674124
0,0.998005,0.0019950573
2,0.04164393,0.95835614
1,0.5969586,0.40304142
2,0.5164823,0.4835177
1,0.010107105,0.9898929
1,0.012513654,0.98748636
0,0.9974929,0.0025071406
0,0.998379,0.0016209609
1,0.006452729,0.99354726
0,0.99846137,0.0015386664
1,0.11589596,0.884104
2,0.12099574,0.87900424
1,0.0059906826,0.9940094
0,0.38866553,0.61133444
0,0.99768054,0.0023193834
1,0.006602044,0.99339795
0,0.9981805,0.0018195405
0,0.99758744,0.0024125597
2,0.92520255,0.074797496
1,0.022247937,0.97775203
1,0.005209662,0.9947903
1,0.006421537,0.99357843
1,0.01366745,0.9863325
0,0.997026,0.0029740315
0,0.99843806,0.0015619828
0,0.9981933,0.001806675
0,0.76950866,0.23049128
1,0.018290168,0.9817098
0,0.99871707,0.0012829786
1,0.024195708,0.97580427
2,0.852593,0.14740701
0,0.998103,0.0018969977
1,0.020113925,0.9798861
1,0.0035223758,0.99647766
1,0.0075473087,0.9924527
0,0.9828016,0.01719836
0,0.9985549,0.0014451108
1,0.041427854,0.9585722
2,0.25662604,0.743374
0,0.99778986,0.002210159
1,0.020506639,0.9794933
1,0.008534068,0.9914659
1,0.9950478,0.004952183
0,0.011579011,0.98842096
0,0.69087315,0.30912688
0,0.9985227,0.0014773506
0,0.9980925,0.0019075559
0,0.9975859,0.002414052
1,0.01979314,0.98020685
1,0.005124094,0.99487597
1,0.03720865,0.9627913
0,0.9975616,0.002438422
1,0.016486334,0.9835136
0,0.99688065,0.0031193187
0,0.99810624,0.0018937964
0,0.99846363,0.0015364374
1,0.0076298155,0.9923701
0,0.9902,0.009800031
2,0.99687696,0.0031230876
2,0.7402778,0.25972217
2,0.004724809,0.99527514
1,0.96866155,0.03133849
0,0.9969081,0.0030918932
1,0.0038991058,0.9961009
0,0.99474394,0.005256084
1,0.008585174,0.99141484
2,0.008551569,0.99144846
0,0.99309725,0.006902759
1,0.021532867,0.9784671
0,0.9948396,0.005160367
0,0.1674029,0.8325971
0,0.9984315,0.0015684966
0,0.7617844,0.23821558
1,0.02561754,0.9743825
0,0.99831164,0.0016883645
1,0.00576629,0.99423367
0,0.9970585,0.0029414783
2,0.0529656,0.94703436
2,0.11639041,0.8836096
0,0.99695873,0.0030413219
0,0.99826354,0.001736516
0,0.98727834,0.012721619
0,0.9966276,0.0033722888
1,0.009982269,0.9900177
0,0.99752563,0.0024743716
1,0.011161694,0.9888383
1,0.010588617,0.9894114
0,0.9959896,0.004010354
0,0.9983765,0.001623525
0,0.99857366,0.0014263334
1,0.025478007,0.97452193
0,0.45232338,0.5476767
2,0.008573244,0.9914268
0,0.99423015,0.0057699196
0,0.9321552,0.06784478
1,0.004514754,0.9954853
2,0.010629965,0.98937
0,0.99156636,0.008433567
2,0.97780377,0.022196166
1,0.0095164785,0.9904835
1,0.009092299,0.99090767
1,0.0048962664,0.9951037
2,0.0070136352,0.9929864
1,0.33726674,0.66273326
1,0.0072295903,0.9927704
0,0.99853647,0.0014635567
1,0.007511583,0.9924884
1,0.011446324,0.98855364
2,0.009092024,0.990908
0,0.9964914,0.0035085627
0,0.998242,0.0017579391
2,0.16528553,0.8347144
1,0.07034399,0.929656
1,0.0048522665,0.99514776
1,0.014646627,0.9853534
0,0.99590105,0.0040988913
0,0.998548,0.0014519478
2,0.0055330596,0.9944669
0,0.99792,0.0020800033
1,0.0316989,0.96830106
0,0.9971927,0.002807287
1,0.007942926,0.992057
0,0.9819235,0.0180765
1,0.0062157614,0.9937842
1,0.94472075,0.05527924
1,0.0051920554,0.994808
0,0.998762,0.0012380608
0,0.9984157,0.0015842657
2,0.029618949,0.970381
2,0.031102074,0.96889794
0,0.7654291,0.23457097
0,0.996191,0.003808968
1,0.11664607,0.88335395
0,0.99776435,0.002235693
2,0.0055209957,0.99447894
1,0.007220386,0.99277955
2,0.005103119,0.9948968
1,0.2206488,0.7793512
1,0.01196192,0.98803806
1,0.004485383,0.9955146
2,0.0056447075,0.9943553
0,0.83072734,0.16927268
1,0.058763392,0.94123656
1,0.006352,0.993648
0,0.99101275,0.00898719
0,0.014431635,0.98556834
2,0.0046795877,0.9953204
1,0.0035584487,0.99644154
2,0.013180519,0.9868195
0,0.99841034,0.0015896875
1,0.004957388,0.99504256
1,0.009930022,0.9900699
0,0.9975516,0.002448427
2,0.00586491,0.9941351
0,0.06693227,0.9330677
0,0.0449527,0.95504725
2,0.44357076,0.5564292
0,0.99606836,0.0039316504
0,0.011247859,0.9887522
2,0.042488135,0.95751184
1,0.013605802,0.9863942
1,0.0048046815,0.9951953
2,0.009917804,0.9900822
2,0.0047778566,0.99522215
0,0.9979381,0.0020618434
0,0.9980349,0.001965071
0,0.994972,0.0050279675
1,0.015564275,0.9844357
1,0.20805345,0.79194653
1,0.0061802017,0.9938198
1,0.0046024173,0.9953976
0,0.07284313,0.9271569
1,0.01700548,0.98299456
2,0.9642096,0.03579039
1,0.022019165,0.9779808
2,0.013148647,0.9868514
0,0.9971391,0.0028608686
0,0.9914914,0.008508643
1,0.00566357,0.9943364
0,0.98326033,0.016739704
0,0.09155537,0.90844464
1,0.011157358,0.9888426
0,0.013789535,0.9862105
0,0.06240524,0.9375948
0,0.99815243,0.0018475323
0,0.9752656,0.024734309
1,0.02117249,0.97882754
1,0.026339011,0.97366095
0,0.9980215,0.001978548
0,0.9982566,0.0017433903
0,0.9981311,0.0018689408
1,0.39614025,0.6038597
1,0.99303836,0.0069616153
2,0.9977187,0.0022813797
1,0.9354588,0.06454125
0,0.99825877,0.001741176
0,0.998409,0.0015910396
1,0.12462408,0.87537587
1,0.0033857664,0.9966143
1,0.009024326,0.9909757
1,0.99580485,0.0041951463
1,0.5354572,0.46454287
1,0.0045042816,0.9954957
1,0.9968176,0.0031823595
1,0.004573708,0.99542636
1,0.003529036,0.9964709
2,0.00653697,0.99346304
2,0.003754176,0.9962458
2,0.07516127,0.9248387
0,0.99835277,0.0016473094
1,0.011271094,0.9887289
1,0.0042421473,0.9957579
1,0.0060196263,0.9939804
1,0.027957393,0.9720426
0,0.9980907,0.0019092561
1,0.0061337594,0.99386626
0,0.9025644,0.09743555
0,0.99305785,0.0069421413
0,0.9980415,0.001958407
2,0.0112532275,0.9887468
2,0.04213218,0.95786786
1,0.04263013,0.95736986
0,0.99866235,0.0013376877
0,0.99823904,0.0017609263
0,0.9963025,0.003697477
0,0.9982167,0.0017833285
0,0.9962179,0.0037820549
0,0.9970162,0.0029838104
1,0.9705673,0.029432682
0,0.9984433,0.001556668
1,0.010042873,0.98995715
0,0.996411,0.0035889833
1,0.2691035,0.73089653
0,0.9983657,0.0016343461
1,0.009701693,0.99029833
0,0.9916026,0.008397375
0,0.9983063,0.0016937032
2,0.008774388,0.99122566
0,0.9985587,0.0014413176
2,0.012483356,0.98751664
0,0.99794465,0.0020553637
2,0.0048164357,0.9951835
0,0.8100794,0.1899206
0,0.08270202,0.917298
1,0.005285795,0.9947142
1,0.24429204,0.755708
1,0.013277249,0.98672277
0,0.9890047,0.01099534
0,0.99876994,0.0012300038
1,0.08306465,0.9169354
1,0.005026475,0.99497354
2,0.025626158,0.9743739
0,0.99818796,0.0018120619
0,0.9965759,0.003424072
0,0.9988606,0.0011393717
2,0.51766723,0.48233277
0,0.99642974,0.003570299
2,0.026568884,0.9734311
2,0.0052277106,0.99477226
1,0.012643853,0.98735607
1,0.7463974,0.25360265
0,0.99756193,0.002438058
1,0.008922982,0.99107707
0,0.9965611,0.0034388553
2,0.018816933,0.98118305
1,0.009070746,0.9909293
1,0.023907585,0.97609246
0,0.99745804,0.0025419535
0,0.022779783,0.97722024
2,0.15598382,0.84401613
2,0.03684801,0.963152
1,0.012758142,0.98724186
1,0.03330814,0.96669185
2,0.008045045,0.991955
2,0.019286707,0.9807133
0,0.9956589,0.0043411846
0,0.9955694,0.0044306517
1,0.01415534,0.9858446
0,0.9980124,0.001987554
0,0.9984707,0.001529297
0,0.9984547,0.0015452434
1,0.021572765,0.9784273
0,0.99823356,0.0017664075
0,0.3290096,0.6709904
2,0.0053687803,0.9946312
0,0.9968111,0.003188872
0,0.99866235,0.0013376104
1,0.11732615,0.8826739
1,0.008059422,0.99194056
1,0.011274182,0.98872584
2,0.01193666,0.9880633
1,0.010619765,0.98938024
1,0.005435768,0.9945642
0,0.022042831,0.97795725
1,0.16255094,0.837449
0,0.99811614,0.0018838518
0,0.9890548,0.010945155
0,0.99821246,0.0017875383
0,0.013196133,0.98680395
0,0.9980318,0.001968229
0,0.024083335,0.9759167
1,0.09732478,0.9026753
1,0.0355283,0.96447164
0,0.99811745,0.0018825317
1,0.0071150493,0.99288493
0,0.99810886,0.0018911347
1,0.006228708,0.99377126
1,0.33256674,0.66743326
1,0.0042889575,0.9957111
0,0.9957942,0.004205803
1,0.009636778,0.9903632
1,0.009599048,0.99040097
1,0.20984347,0.7901565
0,0.1052883,0.89471173
1,0.026275765,0.97372425
1,0.036574833,0.9634251
1,0.012486896,0.9875131
0,0.99833626,0.0016637254
1,0.01056999,0.98942995
0,0.9968046,0.0031954236
1,0.008442608,0.99155736
1,0.013924733,0.9860752
0,0.99471587,0.0052841404
0,0.9978955,0.0021045064
1,0.10342456,0.89657545
2,0.07461097,0.92538905
0,0.9975681,0.002431947
1,0.99413186,0.005868094
1,0.019404354,0.9805956
1,0.0068711834,0.9931289
1,0.024896784,0.9751032
0,0.9967834,0.003216639
1,0.012619921,0.98738
2,0.0032336246,0.9967663
0,0.9970385,0.0029614908
1,0.9881486,0.01185139
0,0.99842834,0.0015716343
1,0.9889548,0.011045268
1,0.016006488,0.98399353
1,0.021949686,0.9780503
0,0.9856765,0.014323411
1,0.0054755504,0.9945245
1,0.02421997,0.97578
1,0.020298732,0.9797013
1,0.31764844,0.6823516
0,0.9980969,0.0019031243
1,0.026191732,0.9738082
0,0.99821883,0.0017811338
0,0.33638802,0.663612
1,0.0045639104,0.99543613
1,0.0062990943,0.99370086
0,0.049480665,0.9505194
0,0.99595547,0.0040445165
1,0.012282557,0.98771745
2,0.01860388,0.98139614
1,0.00850804,0.991492
0,0.994898,0.005101982
1,0.22533056,0.77466947
1,0.016579513,0.98342043
0,0.030781727,0.96921825
1,0.9957539,0.004246099
2,0.87036467,0.12963533
0,0.9979746,0.0020254634
1,0.012029653,0.9879703
1,0.009252947,0.9907471
1,0.9518424,0.048157588
2,0.005331394,0.99466854
1,0.0057393,0.99426067
0,0.9976373,0.0023627507
1,0.01290347,0.98709655
1,0.9891137,0.010886244
2,0.006195638,0.99380434
1,0.0072872764,0.9927127
0,0.9979938,0.002006159
0,0.9973816,0.0026182998
1,0.010985373,0.98901457
0,0.9963372,0.003662877
1,0.030300258,0.9696998
0,0.13480888,0.86519116
1,0.0056984406,0.99430156
1,0.00894984,0.9910501
1,0.15881085,0.84118915
1,0.021170998,0.978829
2,0.019442897,0.9805571
0,0.998321,0.001679016
1,0.0041819024,0.9958181
0,0.9979924,0.002007626
1,0.007927487,0.9920725
1,0.03061539,0.9693847
1,0.0075322757,0.9924677
1,0.74238247,0.25761753
2,0.01260659,0.9873934
1,0.9895969,0.01040306
1,0.0074267597,0.99257326
0,0.9953111,0.0046889116
0,0.9972761,0.0027239267
0,0.9987437,0.0012562686
1,0.0072020814,0.9927979
1,0.99250257,0.007497388
1,0.004194503,0.9958055
0,0.99833846,0.001661465
1,0.9939091,0.006090855
1,0.10165793,0.8983421
2,0.0076691546,0.9923308
0,0.9917099,0.008290174
1,0.074502125,0.92549783
2,0.0250099,0.97499007
1,0.0773987,0.9226013
1,0.049831484,0.9501685
1,0.0072642765,0.99273574
0,0.9978162,0.0021838136
0,0.9983138,0.0016862312
0,0.9977985,0.0022014847
1,0.011287872,0.9887121
2,0.005561617,0.9944384
2,0.0067687794,0.9932312
0,0.9619503,0.03804967
0,0.99781525,0.0021846965
2,0.030691616,0.9693084
2,0.2742631,0.72573686
0,0.99782616,0.0021737718
2,0.048464816,0.9515352
0,0.99835026,0.0016497785
0,0.9982487,0.0017512992
0,0.99851066,0.0014892997
0,0.9976174,0.002382516
0,0.99588156,0.0041184146
0,0.13387582,0.8661242
0,0.985415,0.01458499
1,0.004698885,0.9953011
1,0.054183003,0.945817
0,0.99679035,0.0032096503
0,0.23985521,0.76014477
2,0.14764883,0.8523511
1,0.035116684,0.9648833
0,0.9979479,0.0020521944
1,0.010697714,0.98930234
1,0.019258551,0.98074144
0,0.085322484,0.9146775
0,0.9973801,0.0026198453
2,0.89809966,0.10190039
2,0.9937264,0.0062736506
1,0.012264603,0.98773545
0,0.8665161,0.13348392
0,0.9983486,0.0016514356
0,0.99857855,0.0014214288
0,0.9941777,0.0058222776
0,0.9965497,0.003450279
2,0.22699676,0.7730032
1,0.008042122,0.9919579
1,0.008776428,0.9912236
0,0.9983993,0.0016006938
1,0.0055152993,0.9944847
0,0.9972312,0.0027688728
1,0.012969202,0.9870308
0,0.99637175,0.003628261
0,0.99796814,0.002031831
2,0.010886126,0.9891138
1,0.006787135,0.9932128
0,0.9980557,0.0019443786
0,0.9976388,0.0023612182
1,0.007792959,0.992207
