labels,Not,Exp,Imp
1,0.023448734,0.81090695,0.1656443
0,0.98716134,0.005111413,0.00772725
1,0.024034314,0.84909976,0.1268659
1,0.12118356,0.7443407,0.1344758
0,0.9892792,0.0040005553,0.006720163
1,0.01949792,0.88278633,0.09771583
2,0.012502889,0.8907298,0.09676729
1,0.022007298,0.8081399,0.16985281
1,0.018378092,0.8522157,0.1294062
1,0.017253833,0.8639981,0.11874798
2,0.027013265,0.85451806,0.11846872
0,0.7905145,0.12517673,0.08430875
0,0.9897681,0.0038167946,0.0064150607
1,0.24722089,0.5507145,0.20206459
0,0.98875624,0.0049131783,0.006330604
0,0.9901872,0.0040613045,0.005751529
1,0.03178581,0.8900552,0.078159
1,0.022082532,0.8493672,0.12855028
1,0.01561433,0.8921812,0.09220442
0,0.86005974,0.05215426,0.087786004
1,0.13339862,0.6647038,0.20189758
0,0.99030495,0.004021206,0.005673765
0,0.8976739,0.052696627,0.049629483
0,0.22893173,0.6517424,0.11932584
1,0.029632958,0.8260033,0.14436373
0,0.98929894,0.0042420914,0.0064589432
0,0.98128295,0.0076249084,0.011092167
2,0.060866617,0.7641676,0.1749658
0,0.9902462,0.0038416667,0.005912119
1,0.012857428,0.84295547,0.14418712
1,0.023104258,0.82054514,0.15635058
1,0.029432055,0.8459787,0.12458926
0,0.7976965,0.13003705,0.07226645
1,0.59826875,0.2610451,0.14068618
0,0.99030566,0.0038165175,0.005877806
0,0.045180663,0.8363959,0.11842341
1,0.047122452,0.7318919,0.22098564
1,0.08542587,0.69025326,0.22432089
0,0.04556497,0.7979255,0.15650953
1,0.8730417,0.071174,0.05578435
2,0.019790476,0.8149957,0.16521384
1,0.027077345,0.8289159,0.14400677
0,0.12183875,0.76981276,0.108348444
2,0.086756565,0.6539221,0.25932133
2,0.044726226,0.7560641,0.19920963
1,0.3349741,0.4882266,0.17679921
1,0.00964081,0.91735685,0.07300238
0,0.9074472,0.053731557,0.038821306
0,0.9860437,0.005572762,0.008383549
1,0.019720325,0.8618764,0.118403256
1,0.98828155,0.004671438,0.0070469906
0,0.98748964,0.0050879866,0.007422297
0,0.9637432,0.016018659,0.020238059
1,0.033317145,0.7755048,0.19117804
2,0.028959846,0.8644206,0.106619604
2,0.022545876,0.7978855,0.17956863
0,0.15612744,0.63535875,0.20851378
0,0.98954624,0.0042339577,0.0062198783
0,0.97079945,0.0113169,0.017883597
0,0.941004,0.028537698,0.03045836
1,0.013518359,0.8327518,0.15372987
0,0.9557878,0.020237481,0.023974739
0,0.9811787,0.007854865,0.010966449
1,0.031143017,0.8755204,0.093336575
1,0.015617391,0.90938073,0.07500183
2,0.0130322585,0.872335,0.11463275
1,0.026847946,0.77511907,0.19803299
0,0.03216592,0.74914855,0.21868552
0,0.8357498,0.08632375,0.077926435
0,0.03810298,0.78298795,0.17890905
0,0.07158047,0.7457018,0.1827178
2,0.024247663,0.8189759,0.15677647
2,0.023601806,0.8389249,0.13747329
0,0.9875178,0.0047334693,0.0077487133
0,0.9804695,0.008330046,0.0112005165
1,0.018025402,0.8445781,0.13739653
0,0.81451106,0.10762444,0.07786441
0,0.97698057,0.0104772225,0.0125422375
1,0.10528257,0.68853694,0.20618054
2,0.041072607,0.7591065,0.19982086
0,0.9903442,0.003624142,0.006031594
2,0.4624709,0.34429252,0.19323662
0,0.98955333,0.0041972413,0.0062493486
1,0.025570849,0.7808921,0.19353704
0,0.827044,0.11001004,0.06294593
0,0.990302,0.0036185468,0.006079427
1,0.017382883,0.9180412,0.064575925
0,0.98420286,0.0058196946,0.009977406
0,0.030447707,0.795306,0.17424633
0,0.98252904,0.0074880496,0.00998299
2,0.040965375,0.76773065,0.19130397
1,0.048710927,0.8133592,0.13792986
0,0.9706547,0.011952928,0.017392337
2,0.019416234,0.8917433,0.08884044
1,0.047600895,0.77659434,0.17580476
1,0.040189054,0.7977752,0.16203578
0,0.9886513,0.004736275,0.006612489
0,0.98409677,0.007025822,0.00887744
2,0.104020156,0.69925404,0.19672585
0,0.9836791,0.006541901,0.009779018
0,0.07587967,0.70642775,0.21769254
0,0.06209049,0.7870912,0.15081829
1,0.06517168,0.73520416,0.19962418
0,0.9041501,0.05414242,0.04170742
1,0.100236036,0.77858776,0.121176235
2,0.8901704,0.042228032,0.067601554
2,0.03378513,0.83675605,0.12945886
1,0.014306046,0.87899613,0.106697805
1,0.01637547,0.85253745,0.13108703
0,0.9859649,0.0058652223,0.008169992
2,0.049638934,0.75407714,0.19628397
0,0.94743645,0.026013054,0.026550436
0,0.9753515,0.011314242,0.013334316
1,0.0361207,0.7265843,0.23729494
0,0.08432175,0.7512564,0.16442186
0,0.96729827,0.016706066,0.015995743
2,0.040938836,0.7833295,0.1757317
0,0.51924336,0.3162231,0.16453348
0,0.99037486,0.0041590794,0.005466045
2,0.03105315,0.835291,0.1336558
1,0.03476116,0.8180527,0.14718609
0,0.98586535,0.005778142,0.008356481
1,0.010895095,0.87788427,0.11122066
0,0.98673046,0.005374046,0.007895518
1,0.023066731,0.84586567,0.1310676
0,0.95085895,0.020011803,0.02912927
1,0.02211686,0.876454,0.10142908
0,0.26297125,0.46005163,0.27697715
1,0.025568482,0.81430393,0.1601276
1,0.016479813,0.92227584,0.061244346
0,0.9869162,0.0056330743,0.0074507706
2,0.10096206,0.65930474,0.2397332
0,0.026701437,0.85116154,0.12213705
2,0.010213157,0.8357901,0.15399672
1,0.011217715,0.8841437,0.10463855
2,0.03164965,0.78101367,0.18733668
2,0.7804431,0.13469721,0.08485972
0,0.9852327,0.0068038804,0.007963399
1,0.028234774,0.7752967,0.19646855
1,0.018845275,0.89626306,0.08489165
1,0.01259761,0.8860741,0.101328276
0,0.9734248,0.011676397,0.014898789
2,0.112510055,0.6827836,0.20470634
0,0.5271258,0.38529915,0.08757507
1,0.018342845,0.8539295,0.12772763
1,0.027445827,0.8348657,0.13768849
0,0.051900156,0.7538322,0.19426762
0,0.9902794,0.00427007,0.005450483
0,0.9838854,0.0063085416,0.009805998
1,0.01776868,0.87710863,0.10512272
1,0.023985568,0.8451582,0.13085617
1,0.012487983,0.9114599,0.0760521
0,0.98249006,0.0072833966,0.010226675
0,0.9202359,0.03608233,0.043681797
0,0.7828666,0.14444348,0.07268996
2,0.016282469,0.8595176,0.1241999
2,0.05944843,0.701965,0.23858662
1,0.020859832,0.8668791,0.112261064
2,0.041642528,0.79355776,0.1647997
0,0.99028945,0.0038014145,0.005909246
1,0.032344352,0.88498116,0.0826745
1,0.013446715,0.84530854,0.14124475
1,0.118301034,0.6920969,0.18960209
0,0.9876681,0.004857846,0.0074740895
1,0.037125573,0.8753455,0.08752884
2,0.012744994,0.84127474,0.14598027
0,0.017639682,0.87801105,0.104349226
0,0.02849984,0.8052643,0.16623591
1,0.030463982,0.85521096,0.11432506
0,0.982945,0.006456465,0.010598583
1,0.026057111,0.84556603,0.12837684
0,0.37235826,0.46557152,0.16207021
0,0.9742837,0.011851351,0.013864964
2,0.025085393,0.805886,0.16902861
0,0.9196061,0.04440843,0.035985515
0,0.9845585,0.006458049,0.008983394
0,0.98702466,0.0043649334,0.008610431
0,0.5604657,0.296505,0.14302935
1,0.019569706,0.84532106,0.13510926
1,0.19826755,0.57534295,0.22638951
0,0.46502116,0.37047625,0.16450258
0,0.98603004,0.00588727,0.008082646
1,0.015554069,0.8670892,0.11735673
2,0.023593571,0.8783871,0.09801936
0,0.9752416,0.012606369,0.012151937
1,0.018361304,0.8990712,0.082567506
0,0.9788126,0.009783674,0.011403698
0,0.9899413,0.004113995,0.00594481
2,0.98722607,0.0051185894,0.0076553435
0,0.044008315,0.8050967,0.15089498
0,0.9871689,0.004644052,0.008187044
0,0.979814,0.008411793,0.011774172
1,0.023445494,0.8221309,0.15442356
0,0.9555461,0.023091659,0.021362226
0,0.538359,0.3069223,0.15471876
1,0.017297491,0.86861914,0.1140833
0,0.10200383,0.7553751,0.14262113
0,0.9895062,0.003972328,0.00652147
1,0.012816026,0.904584,0.082600035
0,0.077793725,0.7162567,0.20594959
0,0.10200829,0.6228039,0.27518776
0,0.8319747,0.09818767,0.06983758
0,0.98211634,0.00746729,0.010416397
1,0.8116675,0.1213121,0.06702042
1,0.03392176,0.770118,0.19596024
0,0.9911159,0.0036107022,0.0052734213
1,0.07867608,0.7551168,0.1662071
0,0.9840455,0.0064784647,0.009476058
1,0.01900139,0.861559,0.11943958
1,0.028223034,0.8536724,0.11810458
0,0.97878814,0.009786757,0.0114251785
0,0.98125976,0.0067823306,0.011957918
1,0.013787691,0.88148314,0.104729205
1,0.013101749,0.89263475,0.094263546
0,0.7753997,0.14199357,0.08260667
0,0.8806632,0.059201118,0.060135704
0,0.95446795,0.024710694,0.020821322
0,0.9235763,0.038249623,0.038174026
0,0.98045117,0.009280569,0.0102683
0,0.9805028,0.00916263,0.010334586
0,0.42986107,0.35988235,0.21025664
0,0.9749809,0.012091405,0.01292768
2,0.021888953,0.8932735,0.08483761
0,0.98695135,0.0054788054,0.007569896
1,0.020053344,0.8864847,0.09346194
0,0.9619533,0.018065924,0.019980742
1,0.038867213,0.82752603,0.13360675
0,0.9201391,0.03785637,0.04200462
0,0.98630744,0.005365458,0.008327089
2,0.019100904,0.8318604,0.14903866
1,0.031405956,0.7955686,0.17302546
1,0.10867394,0.7241,0.16722605
0,0.9765405,0.009687025,0.013772439
0,0.98724675,0.005221364,0.0075318078
0,0.98320466,0.005979218,0.010816118
0,0.98175967,0.007150894,0.0110894255
0,0.98582107,0.0050223675,0.009156505
1,0.07087663,0.7762289,0.15289445
1,0.12054847,0.6333913,0.24606021
0,0.9884105,0.004364485,0.007225099
0,0.96008605,0.016923027,0.022990955
2,0.018367628,0.83037716,0.1512552
0,0.9875702,0.0050015794,0.007428302
1,0.03809049,0.83736223,0.12454731
0,0.98858136,0.0046968893,0.00672182
1,0.89613396,0.057945035,0.04592099
1,0.02053542,0.85534257,0.124122016
1,0.016201532,0.8336949,0.15010357
0,0.9868486,0.0059077432,0.007243642
1,0.17572552,0.6096472,0.2146273
0,0.9606947,0.01962943,0.01967591
1,0.01885333,0.837258,0.14388868
0,0.98354924,0.0061747916,0.010276031
0,0.989985,0.0044330675,0.0055819633
1,0.009936533,0.8897402,0.10032318
0,0.030018311,0.8130752,0.15690649
1,0.027507463,0.91367435,0.05881814
0,0.08146922,0.69501567,0.2235151
1,0.15214027,0.59071046,0.2571493
1,0.045467094,0.79995614,0.15457675
0,0.9530081,0.02056445,0.026427459
1,0.026474627,0.88265884,0.090866454
0,0.88266975,0.06057556,0.056754686
0,0.517263,0.35044774,0.13228925
0,0.91946304,0.049296293,0.03124067
1,0.023438629,0.84750503,0.1290564
2,0.9511014,0.017051399,0.03184726
0,0.96197546,0.017804569,0.020220023
0,0.9661094,0.015827503,0.018063113
0,0.9864645,0.0057431194,0.0077923983
0,0.8991621,0.050742377,0.050095525
0,0.036960796,0.775254,0.1877852
2,0.019543024,0.8952137,0.0852433
1,0.6692958,0.18046862,0.15023564
2,0.12114669,0.6663551,0.21249822
0,0.6635326,0.200374,0.13609347
0,0.9816487,0.008673207,0.009678117
0,0.8039433,0.12086556,0.07519115
0,0.9856032,0.006223557,0.008173112
0,0.96990025,0.015879579,0.014220124
1,0.016792784,0.9073692,0.07583808
2,0.4289686,0.3348075,0.23622394
2,0.041274834,0.8238757,0.13484943
1,0.017534012,0.87562275,0.10684325
0,0.53087,0.27226532,0.19686463
2,0.028693225,0.8349401,0.13636665
1,0.016621005,0.8743303,0.10904871
0,0.9660198,0.015885137,0.018095113
1,0.015666803,0.9197242,0.064609
1,0.021353416,0.9010293,0.07761725
1,0.11714211,0.7483872,0.13447067
1,0.2495844,0.61267877,0.13773686
1,0.0551039,0.79763144,0.14726461
0,0.98875487,0.004540971,0.0067041824
2,0.012588211,0.902698,0.08471377
2,0.989199,0.0043484303,0.006452571
1,0.042029697,0.78263086,0.1753394
1,0.021481939,0.8449783,0.13353981
1,0.026377793,0.8858112,0.08781103
1,0.024482409,0.8885855,0.08693212
1,0.03282305,0.7815979,0.18557905
2,0.035327606,0.80328923,0.16138314
0,0.9890765,0.0043460117,0.006577394
1,0.04114053,0.7946996,0.16415988
0,0.9910712,0.0033914966,0.0055373716
0,0.3533688,0.42463505,0.22199614
0,0.928141,0.046516404,0.025342604
2,0.98670596,0.0049021975,0.008391828
2,0.9618534,0.016161328,0.021985235
2,0.023397502,0.84550273,0.13109973
0,0.87235975,0.08395568,0.043684594
0,0.9863941,0.0057202387,0.0078856535
0,0.37288365,0.48107585,0.14604053
1,0.016821506,0.8817525,0.101425976
1,0.019820122,0.8309638,0.14921603
0,0.8474478,0.0887204,0.06383183
0,0.9896047,0.004321288,0.0060741
0,0.98804736,0.0051229526,0.0068297437
0,0.7348338,0.1576338,0.10753245
2,0.9874255,0.005070362,0.007504117
0,0.8045059,0.10576619,0.089727975
0,0.025011357,0.86583656,0.10915206
1,0.028873688,0.866423,0.1047033
0,0.9018206,0.054241292,0.043938097
2,0.015216165,0.8360312,0.14875272
0,0.94115174,0.028936772,0.029911447
0,0.74491954,0.13461249,0.12046797
1,0.11967538,0.75197977,0.12834486
0,0.98986465,0.0041831206,0.005952266
1,0.024577856,0.84538895,0.13003315
0,0.93283683,0.035174973,0.03198815
0,0.98808706,0.0046954006,0.0072175707
2,0.0787418,0.7185803,0.20267788
1,0.012469769,0.91185904,0.07567119
0,0.98856807,0.0039856406,0.0074462537
1,0.028770579,0.84491444,0.12631495
0,0.90202606,0.058709577,0.039264366
1,0.01583506,0.862102,0.12206296
0,0.9911823,0.0032443982,0.0055733277
2,0.06901809,0.7805946,0.15038739
1,0.72958004,0.13927919,0.13114078
1,0.136258,0.64204067,0.22170131
2,0.011218349,0.90013456,0.088647075
0,0.9848067,0.0054335357,0.009759828
0,0.9851791,0.005805017,0.009015852
1,0.057606228,0.72830474,0.21408904
1,0.019068947,0.86586505,0.11506597
2,0.016879568,0.8507731,0.13234733
2,0.019048842,0.85586846,0.12508275
1,0.024919298,0.87983185,0.09524882
0,0.95029783,0.025333831,0.024368385
0,0.9826806,0.007136357,0.01018307
0,0.13718191,0.6462209,0.21659715
0,0.98934585,0.00436504,0.006289108
1,0.028580863,0.81184524,0.15957391
0,0.99042106,0.0038814365,0.0056974525
0,0.9826037,0.008061339,0.009334926
0,0.98850226,0.004616332,0.006881454
0,0.98769826,0.004795932,0.007505875
2,0.85954964,0.067266345,0.073183954
0,0.98892725,0.0038008115,0.007271905
1,0.021162812,0.8783709,0.10046633
1,0.03836481,0.772086,0.18954924
2,0.080307186,0.6463761,0.2733167
2,0.05987078,0.7577256,0.18240361
0,0.9584322,0.018827582,0.022740165
1,0.053063285,0.79435414,0.15258254
1,0.020276373,0.8872943,0.09242939
1,0.027763458,0.84017915,0.13205738
0,0.9837691,0.006970819,0.009260058
0,0.0506646,0.7319767,0.21735874
0,0.97918093,0.00889786,0.011921172
1,0.03081779,0.7962108,0.17297135
0,0.50757533,0.29106095,0.20136371
1,0.028517887,0.8878993,0.083582796
0,0.983071,0.0061242683,0.010804626
1,0.014511697,0.8374608,0.14802746
0,0.9768882,0.011282148,0.011829657
1,0.044056978,0.7978244,0.15811867
1,0.028843414,0.7572038,0.21395275
0,0.95824754,0.019875204,0.021877244
1,0.020524452,0.86059797,0.11887761
1,0.022480533,0.78045505,0.19706438
2,0.014772783,0.8827518,0.10247539
1,0.035046257,0.8507421,0.114211656
2,0.017894652,0.8234096,0.15869573
0,0.97312486,0.01115972,0.015715335
1,0.04425715,0.84263986,0.11310296
1,0.018614074,0.84800637,0.13337958
0,0.88054204,0.065331884,0.05412616
0,0.8898465,0.0608842,0.049269266
1,0.01885665,0.80232483,0.17881848
1,0.02578004,0.7998468,0.17437316
0,0.98888355,0.0041931863,0.006923312
1,0.09035224,0.77384627,0.13580155
0,0.94187194,0.032543175,0.02558483
0,0.97721946,0.0087333005,0.01404732
1,0.039128684,0.786222,0.17464939
0,0.97862387,0.009408793,0.011967364
1,0.06798797,0.7421306,0.18988144
1,0.03993665,0.7626046,0.19745876
1,0.02735009,0.8181029,0.15454696
2,0.104415804,0.62283564,0.2727486
0,0.035039373,0.7518986,0.21306208
1,0.03906289,0.8619873,0.09894981
1,0.06887816,0.6953194,0.23580241
0,0.9867373,0.005891836,0.0073708654
1,0.07661485,0.77028924,0.15309589
1,0.020783013,0.8223481,0.15686885
2,0.08619291,0.7061194,0.20768766
0,0.9868318,0.0058892765,0.0072789015
2,0.986673,0.0057339366,0.0075931647
2,0.31706563,0.4559842,0.22695012
0,0.96771115,0.014198085,0.018090796
0,0.9903133,0.004688147,0.004998587
2,0.041391145,0.7681565,0.19045231
1,0.04810031,0.8080934,0.14380619
1,0.03330473,0.8525937,0.114101544
1,0.013511044,0.84921044,0.13727848
0,0.98633194,0.0055447742,0.008123333
0,0.9897933,0.004106423,0.0061003817
0,0.9855069,0.0062504685,0.008242648
0,0.9913231,0.0033772874,0.0052995402
0,0.9881931,0.003554351,0.0082525555
1,0.02617288,0.8010213,0.17280582
2,0.028643398,0.80968845,0.16166814
1,0.020424448,0.8270904,0.15248518
0,0.32460764,0.48603398,0.18935832
0,0.99126583,0.003545388,0.0051887394
0,0.98930687,0.0041257828,0.0065673226
0,0.85762304,0.07946484,0.06291215
1,0.042844318,0.79524314,0.16191249
1,0.09322061,0.778542,0.12823734
0,0.9852651,0.005212648,0.009522234
1,0.049369443,0.8456248,0.105005756
0,0.9885949,0.0050134533,0.006391689
0,0.8853355,0.06972483,0.044939622
1,0.16319083,0.59344935,0.24335982
0,0.402093,0.46176034,0.13614665
1,0.042945802,0.7677753,0.18927889
0,0.63301384,0.24514502,0.1218412
0,0.9658065,0.014564188,0.019629315
2,0.013575338,0.89303994,0.09338474
0,0.989929,0.004153775,0.005917233
1,0.033608723,0.85431695,0.112074316
0,0.9846432,0.0067630433,0.0085937325
0,0.99099874,0.003636621,0.0053647193
2,0.023824831,0.81998724,0.15618794
2,0.079707764,0.7094428,0.21084939
1,0.021109404,0.86500263,0.11388797
0,0.99074465,0.0038928243,0.005362571
2,0.96918833,0.010250247,0.020561358
1,0.060350686,0.7441602,0.19548917
0,0.98556584,0.005800703,0.008633582
0,0.977987,0.007914029,0.014098949
0,0.9728195,0.012300488,0.014880001
2,0.049499042,0.7190326,0.23146842
1,0.025814792,0.86875737,0.10542783
0,0.021317635,0.79983705,0.17884526
0,0.9854204,0.0070653404,0.007514291
0,0.9872962,0.0056560854,0.0070476965
1,0.011254865,0.8651233,0.1236219
0,0.31551123,0.5327221,0.1517667
1,0.20046821,0.6561777,0.14335407
1,0.01713201,0.88175243,0.101115555
0,0.8920939,0.055485398,0.05242068
1,0.013566228,0.8627184,0.123715386
1,0.0520502,0.7754538,0.17249605
1,0.026454477,0.8257742,0.14777133
0,0.986537,0.005817821,0.007645201
0,0.9758631,0.010485705,0.013651174
1,0.018652229,0.8230468,0.15830094
0,0.9766291,0.01055368,0.0128173
1,0.09745927,0.7119266,0.19061418
1,0.016358227,0.8899611,0.0936807
0,0.975368,0.011505639,0.013126325
0,0.98892516,0.0037613802,0.0073134485
1,0.015087965,0.903341,0.08157105
0,0.98084396,0.008121654,0.011034374
0,0.95193636,0.01800842,0.030055193
0,0.060616005,0.7402968,0.19908717
1,0.026423892,0.790804,0.18277204
0,0.9861778,0.005594507,0.008227707
0,0.10091688,0.7029583,0.19612479
1,0.018248644,0.8325757,0.14917572
0,0.98980635,0.0038671815,0.0063265404
1,0.019828925,0.86417323,0.11599784
0,0.98848045,0.0046223756,0.006897225
2,0.05138681,0.7170622,0.231551
0,0.9880443,0.004559601,0.0073960493
0,0.9907595,0.0036359925,0.005604612
2,0.049768616,0.7535658,0.19666559
1,0.96244144,0.019797217,0.01776131
0,0.98471326,0.005681181,0.009605589
2,0.030239286,0.8021605,0.16760024
0,0.98254836,0.008255636,0.009196
1,0.017932268,0.8823782,0.09968955
1,0.021698218,0.9117931,0.06650868
2,0.02249665,0.7992697,0.17823368
1,0.24929504,0.49767306,0.25303194
0,0.9893182,0.00426978,0.006412084
0,0.94801015,0.024601333,0.027388426
0,0.53299254,0.3389244,0.12808307
0,0.1503756,0.6559914,0.19363303
1,0.01744597,0.8457833,0.13677071
1,0.015784675,0.8818131,0.10240218
0,0.9697744,0.014582333,0.015643187
1,0.030649593,0.8032423,0.16610806
1,0.11249333,0.5979019,0.28960472
1,0.06802056,0.7257197,0.20625974
1,0.019294944,0.8767931,0.10391202
1,0.010897164,0.88944983,0.099653
2,0.03543006,0.8296664,0.13490362
0,0.9878122,0.004766363,0.007421508
1,0.13925835,0.6595503,0.2011914
0,0.9743522,0.010424303,0.015223541
0,0.98483443,0.0060047847,0.009160793
0,0.9527534,0.021918187,0.025328325
0,0.986932,0.005130806,0.0079372
0,0.9698197,0.014001249,0.016178997
2,0.011553718,0.84713125,0.141315
0,0.99088544,0.0037632617,0.0053512813
0,0.9902844,0.0040016007,0.0057139816
1,0.045972694,0.79538417,0.1586431
0,0.96989137,0.0139953345,0.016113319
2,0.02550145,0.85226846,0.122230135
0,0.9859497,0.0053543453,0.00869586
1,0.39756224,0.4027448,0.19969296
0,0.9904659,0.0035755383,0.005958557
0,0.9891545,0.0042705988,0.0065749497
0,0.9886652,0.004339488,0.006995205
1,0.016584773,0.8759563,0.10745893
1,0.014449389,0.8483983,0.13715227
2,0.032693308,0.8363821,0.1309246
1,0.031077955,0.7731873,0.19573474
2,0.013479764,0.91834533,0.06817495
1,0.021098046,0.8196921,0.15920986
1,0.021125177,0.8531658,0.12570895
1,0.15902276,0.67875755,0.16221969
0,0.99121463,0.0035649403,0.0052203434
1,0.040910933,0.8523916,0.10669751
1,0.052533597,0.7753108,0.17215557
0,0.9768579,0.010519452,0.012622698
2,0.060947012,0.73024833,0.20880464
0,0.09691651,0.7155431,0.18754043
2,0.03243448,0.8367108,0.13085479
1,0.029360967,0.82552177,0.1451173
0,0.93154836,0.043819733,0.024631983
1,0.032242276,0.77560544,0.1921523
0,0.95723563,0.02299961,0.01976482
2,0.013263685,0.8650065,0.12172982
0,0.9812315,0.008117231,0.010651216
0,0.98224866,0.008062891,0.009688433
1,0.049326524,0.8395283,0.111145206
1,0.02753518,0.80590016,0.16656473
1,0.044003844,0.76062036,0.19537577
1,0.38238633,0.41212276,0.2054909
2,0.016242623,0.8985852,0.085172184
1,0.97454846,0.010085879,0.015365684
0,0.9820071,0.007254008,0.0107389325
1,0.027165243,0.78884757,0.18398717
0,0.9845898,0.00645868,0.008951473
0,0.9868831,0.004879996,0.008236992
2,0.18545325,0.57577,0.23877668
2,0.97329956,0.011845303,0.014855248
1,0.034566805,0.8267789,0.13865434
0,0.9849759,0.0052108224,0.009813379
1,0.017930213,0.81845677,0.163613
1,0.018567838,0.85096353,0.13046856
0,0.017536359,0.842274,0.14018963
1,0.018470906,0.8887254,0.092803694
0,0.14875601,0.6056366,0.24560739
1,0.026263392,0.82922053,0.14451608
1,0.020690102,0.814722,0.16458789
0,0.075415574,0.7134206,0.21116379
0,0.9917287,0.003413565,0.004857699
1,0.048462313,0.71715266,0.234385
0,0.8586335,0.07633728,0.0650292
1,0.02944986,0.83956057,0.13098958
0,0.9552959,0.024929225,0.019774836
1,0.04109181,0.7919612,0.16694705
1,0.06208209,0.6898609,0.24805707
1,0.023136647,0.8025407,0.17432266
0,0.8858742,0.064765394,0.04936036
0,0.9877252,0.004425299,0.007849556
0,0.98710096,0.005293789,0.0076052067
2,0.034307364,0.7808713,0.18482132
0,0.96187323,0.019117456,0.019009296
1,0.036545422,0.82564145,0.13781312
2,0.010812236,0.8995584,0.08962938
0,0.9890506,0.0043503367,0.0065991306
0,0.9615411,0.019147985,0.01931093
0,0.9822264,0.007181507,0.010592077
1,0.038741447,0.8086618,0.1525967
0,0.98712766,0.004971769,0.0079005845
0,0.98712164,0.0055076727,0.0073706997
0,0.1020634,0.68882906,0.20910752
2,0.01613746,0.86067957,0.12318305
2,0.028527588,0.7984191,0.17305332
2,0.029039115,0.81318456,0.15777628
1,0.054946814,0.72367066,0.22138248
1,0.01551945,0.8597408,0.124739744
0,0.98697656,0.005404197,0.0076192426
1,0.019856151,0.8604378,0.119706035
0,0.98831195,0.004668007,0.0070200167
0,0.9840395,0.007670562,0.008289921
0,0.97499335,0.011234434,0.01377226
1,0.041332524,0.79130363,0.1673639
1,0.013164869,0.85500526,0.13182983
1,0.020400137,0.8856341,0.09396577
2,0.014387922,0.87745184,0.108160205
0,0.98906785,0.0039910953,0.0069410224
1,0.017047895,0.84516597,0.13778609
0,0.92846745,0.0391479,0.03238469
2,0.01842699,0.86226445,0.119308546
0,0.98739946,0.004993971,0.007606604
0,0.9747464,0.012408438,0.012845234
0,0.9857006,0.006109868,0.008189431
0,0.53766173,0.29835877,0.16397947
2,0.11568864,0.6340847,0.25022668
0,0.92643934,0.038214456,0.03534615
1,0.016838077,0.84363586,0.13952604
0,0.96406984,0.016986402,0.01894371
0,0.95621073,0.022562925,0.021226376
0,0.38865018,0.3917192,0.21963061
0,0.26968855,0.45604324,0.2742682
0,0.046449754,0.75968283,0.19386742
1,0.3273549,0.478533,0.19411208
1,0.03878552,0.83301604,0.12819844
2,0.030934373,0.75944257,0.20962311
1,0.11099144,0.7321594,0.15684915
0,0.9776854,0.009196038,0.013118595
1,0.022528894,0.86607414,0.111396976
0,0.9895705,0.0037407358,0.0066888374
2,0.027621208,0.7846983,0.18768042
1,0.040417425,0.8138087,0.14577393
2,0.49821746,0.2673652,0.23441729
0,0.98673576,0.0050546937,0.008209461
0,0.63136166,0.22335175,0.14528657
0,0.98913413,0.004137564,0.0067282445
1,0.013315025,0.8906337,0.096051306
0,0.9779953,0.010749769,0.011254923
2,0.037411,0.8341678,0.12842117
2,0.038340967,0.7933939,0.16826512
0,0.9895573,0.004350914,0.006091769
2,0.1556275,0.60511094,0.23926161
1,0.0247279,0.8339495,0.14132264
0,0.9711709,0.013585334,0.015243819
0,0.98747224,0.0049697706,0.00755806
0,0.76971775,0.12162285,0.10865938
1,0.012770491,0.8579354,0.12929402
0,0.98281765,0.006658955,0.010523438
1,0.27603078,0.5216473,0.2023219
1,0.20490187,0.5327794,0.26231873
1,0.06184954,0.74281746,0.195333
0,0.9897508,0.004068073,0.006181101
0,0.04668087,0.8621898,0.09112925
1,0.036722552,0.7482154,0.21506208
1,0.020564659,0.82511944,0.15431593
0,0.94457775,0.03012908,0.025293251
0,0.98478657,0.0066855946,0.008527874
2,0.057608202,0.77651626,0.16587554
1,0.05607822,0.78031284,0.163609
0,0.9907442,0.003637053,0.0056187664
0,0.97080684,0.01577092,0.013422314
0,0.96175337,0.01868594,0.019560622
1,0.3305099,0.49305853,0.17643161
1,0.015794648,0.8982726,0.08593283
1,0.024015842,0.84490645,0.1310777
1,0.060137868,0.7894579,0.15040423
2,0.024627592,0.80064404,0.17472836
2,0.029872993,0.79946315,0.17066385
1,0.054849245,0.7805152,0.16463555
0,0.9891071,0.0042113806,0.0066815875
1,0.013162688,0.8766067,0.11023058
1,0.8328783,0.101133764,0.06598789
1,0.09460609,0.6810036,0.22439034
1,0.032614887,0.8392556,0.12812954
0,0.98754174,0.004684841,0.00777339
0,0.9885307,0.004947716,0.006521624
0,0.9068337,0.045305483,0.047860738
2,0.22280295,0.5262108,0.25098628
0,0.66758037,0.16132367,0.171096
2,0.023869839,0.89055973,0.08557041
2,0.03274424,0.7784789,0.18877685
0,0.93316746,0.032610353,0.034222227
1,0.022627547,0.8443457,0.13302675
0,0.9873871,0.005236624,0.007376318
0,0.98810065,0.0048455107,0.007053839
1,0.023930782,0.8238447,0.15222456
0,0.9758458,0.010908733,0.013245467
0,0.12201767,0.72475547,0.1532269
0,0.9881235,0.0044630775,0.0074134916
1,0.020131523,0.8221535,0.157715
1,0.11067989,0.7305956,0.1587245
